mirnaid;refseqid;genesymbol;start;end;bindingp;energy;seed;accessibility;au;phylopstem;phylopflank;me;number_of_pairings;binding_region_length;longest_consecutive_pairings;position;validated;TargetScan;miRDB
mmu-miR-132-3p;NM_001167746;Dnah17;12620;12638;0.923076923077;-23.0;1;0.0004481546;0.441;0.0;0.0;-13.928.624.447.013.600;15;18;9;CDS;;0;0
mmu-miR-132-3p;NM_001167746;Dnah17;3164;3189;0.846153846154;-21.8;1;4,78E-01;0.426;0.0;0.0;-881.343.632.025.268;14;25;9;CDS;;0;0
mmu-miR-132-3p;XM_006534150;Dnah17;2888;2918;1.0;-24.7;1;0.001479622;0.529;0.0;0.0;-3.793.324.837.357.110;19;30;14;CDS;;0;0
mmu-miR-132-3p;XM_006534150;Dnah17;13015;13033;0.923076923077;-23.0;1;0.0004481546;0.441;0.0;0.0;-13.928.624.447.013.600;15;18;9;CDS;;0;0
mmu-miR-132-3p;XM_006534150;Dnah17;3541;3566;0.846153846154;-21.8;1;4,78E-01;0.426;0.0;0.0;-881.343.632.025.268;14;25;9;CDS;;0;0
mmu-miR-132-3p;NM_001033528;Usp36;3519;3538;0.923076923077;-27.9;1;3,44E+01;0.456;0.0;0.0;-881.343.632.025.268;16;19;11;CDS;;0;0
mmu-miR-132-3p;XM_006534302;Usp36;3571;3590;0.923076923077;-27.9;1;3,44E+01;0.456;0.0;0.0;-881.343.632.025.268;16;19;11;CDS;;0;0
mmu-miR-132-3p;NM_011594;Timp2;2127;2158;1.0;-21.5;1;2,81E+01;0.559;0.0;0.0;-6.199.507.187.700.460;15;20;8;3UTR;;0;0
mmu-miR-132-3p;NM_011594;Timp2;1140;1159;0.923076923077;-18.6;1;0.001106944;0.382;0.0;0.0;-9.861.343.503.275.090;16;19;8;3UTR;;0;0
mmu-miR-132-3p;NM_001267591;Cant1;10;48;0.846153846154;-20.6;1;6,48E+00;0.426;0.0;0.0;-495.700.071.937.229;17;31;9;5UTR;;0;0
mmu-miR-132-3p;NM_172573;Engase;2093;2113;0.923076923077;-23.9;1;6,72E+01;0.412;0.0;0.0;-6.514.540.193.678.730;17;20;13;CDS;;0;0
mmu-miR-132-3p;NM_172573;Engase;643;663;0.846153846154;-23.3;1;1,30E+01;0.412;0.0;0.0;-14.985.014.105.259.300;14;20;9;CDS;;0;0
mmu-miR-132-3p;NM_172573;Engase;2294;2316;1.0;-22.7;1;4,08E+01;0.338;0.0;0.0;-6.747.589.273.982.350;17;22;8;3UTR;;0;0
mmu-miR-132-3p;NM_172573;Engase;1426;1451;0.923076923077;-21.6;1;6,35E+01;0.426;0.0;0.0;-3.793.324.837.357.110;20;25;8;CDS;;0;0
mmu-miR-132-3p;XM_006533133;Engase;1920;1940;0.923076923077;-23.9;1;6,72E+01;0.412;0.0;0.0;-6.514.540.193.678.730;17;20;13;CDS;;0;0
mmu-miR-132-3p;XM_006533133;Engase;467;487;0.846153846154;-23.3;1;1,30E+01;0.412;0.0;0.0;-14.985.014.105.259.300;14;20;9;5UTR;;0;0
mmu-miR-132-3p;XM_006533133;Engase;2121;2143;1.0;-22.7;1;4,08E+01;0.338;0.0;0.0;-6.747.589.273.982.350;17;22;8;3UTR;;0;0
mmu-miR-132-3p;XM_006533133;Engase;1250;1275;0.923076923077;-21.6;1;6,35E+01;0.426;0.0;0.0;-3.793.324.837.357.110;20;25;8;CDS;;0;0
mmu-miR-132-3p;NM_001285437;Rbfox3;75;95;0.846153846154;-20.3;1;0.001079597;0.456;0.0;0.0;-8.427.769.769.444.900;17;20;12;5UTR;;0;0
mmu-miR-132-3p;NM_001285437;Rbfox3;2444;2459;0.923076923077;-19.5;1;4,58E-01;0.294;0.0;0.0;-9.046.485.400.556.290;14;15;14;3UTR;;0;0
mmu-miR-132-3p;XM_006533727;Rbfox3;4796;4811;0.923076923077;-19.5;1;4,58E-01;0.294;0.0;0.0;-9.046.485.400.556.290;14;15;14;3UTR;;0;0
mmu-miR-132-3p;NM_001285436;Rbfox3;2604;2619;0.923076923077;-19.5;1;4,58E-01;0.294;0.0;0.0;-9.046.485.400.556.290;14;15;14;3UTR;;0;0
mmu-miR-132-3p;NM_001024931;Rbfox3;2503;2518;0.923076923077;-19.5;1;4,58E-01;0.294;0.0;0.0;-9.046.485.400.556.290;14;15;14;3UTR;;0;0
mmu-miR-132-3p;NM_001039167;Rbfox3;4041;4056;0.923076923077;-19.5;1;4,58E-01;0.294;0.0;0.0;-9.046.485.400.556.290;14;15;14;3UTR;;0;0
mmu-miR-132-3p;NM_001285438;Rbfox3;2309;2324;0.923076923077;-19.5;1;4,58E-01;0.294;0.0;0.0;-9.046.485.400.556.290;14;15;14;3UTR;;0;0
mmu-miR-132-3p;XM_006533258;Enpp7;738;774;0.846153846154;-18.4;1;0.0001157487;0.397;0.0;0.0;-9.779.611.548.941.540;14;18;9;CDS;;0;0
mmu-miR-132-3p;NM_013926;Cbx8;769;817;0.923076923077;-24.5;1;0.004340335;0.441;0.0;0.0;-136.655.996.434.504;16;22;11;CDS;;0;0
mmu-miR-132-3p;NM_013926;Cbx8;1226;1246;1.0;-21.5;1;2,08E+01;0.471;0.0;0.0;-14.985.014.105.259.300;15;20;10;3UTR;;0;0
mmu-miR-132-3p;NM_007625;Cbx4;3706;3728;0.923076923077;-25.6;1;1,85E-01;0.235;0.0;0.0;-8.058.226.728.550.050;17;22;11;3UTR;;0;0
mmu-miR-132-3p;NM_172443;Tbc1d16;765;783;1.0;-21.9;0;1,07E+01;0.324;0.0;0.0;-15.799.607.484.947.000;14;18;9;CDS;;0;0
mmu-miR-132-3p;NM_172443;Tbc1d16;2318;2335;0.846153846154;-21.0;1;7,48E+00;0.382;0.0;0.0;-7.826.458.121.119.580;15;17;12;CDS;;0;0
mmu-miR-132-3p;XM_006532696;Tbc1d16;760;778;1.0;-21.9;0;1,07E+01;0.324;0.0;0.0;-15.799.607.484.947.000;14;18;9;CDS;;0;0
mmu-miR-132-3p;XM_006532696;Tbc1d16;2310;2327;0.846153846154;-21.0;1;7,48E+00;0.382;0.0;0.0;-7.826.458.121.119.580;15;17;12;CDS;;0;0
mmu-miR-132-3p;NM_008064;Gaa;2816;2843;0.923076923077;-22.3;1;7,17E-02;0.368;0.0;0.0;-10.080.671.321.356.500;14;18;8;CDS;;0;0
mmu-miR-132-3p;NM_001159324;Gaa;2685;2712;0.923076923077;-22.3;1;7,17E-02;0.368;0.0;0.0;-10.080.671.321.356.500;14;18;8;CDS;;0;0
mmu-miR-132-3p;NM_138669;Eif4a3;810;824;0.923076923077;-18.6;0;0.00648516;0.588;0.0;0.0;-15.566.558.404.643.400;13;14;13;CDS;;0;0
mmu-miR-132-3p;XM_006532376;Card14;2441;2482;1.0;-22.9;1;7,51E-02;0.412;0.0;0.0;-13.898.648.723.754.000;14;17;12;CDS;;0;0
mmu-miR-132-3p;XM_006532376;Card14;1620;1639;1.0;-21.8;1;2,76E+01;0.456;0.0;0.0;-9.300.733.196.878.230;16;19;11;CDS;;0;0
mmu-miR-132-3p;NM_130886;Card14;2198;2239;1.0;-22.9;1;7,51E-02;0.412;0.0;0.0;-13.898.648.723.754.000;14;17;12;CDS;;0;0
mmu-miR-132-3p;NM_130886;Card14;1377;1396;1.0;-21.8;1;2,76E+01;0.456;0.0;0.0;-9.300.733.196.878.230;16;19;11;CDS;;0;0
mmu-miR-132-3p;NM_018822;Sgsh;2919;2939;0.846153846154;-20.2;1;2,53E+00;0.441;0.0;0.0;-11.833.836.572.898.200;16;20;12;3UTR;;0;0
mmu-miR-132-3p;NM_018822;Sgsh;3170;3185;0.923076923077;-19.5;1;1,15E+00;0.368;0.0;0.0;-11.346.267.390.301.700;14;15;14;3UTR;;0;0
mmu-miR-132-3p;NM_178743;Slc26a11;777;800;1.0;-24.0;1;3,91E+00;0.397;0.0;0.0;-495.700.071.937.229;18;23;9;CDS;;0;0
mmu-miR-132-3p;NM_178743;Slc26a11;205;222;0.923076923077;-21.7;1;3,44E-01;0.397;0.0;0.0;-7.757.046.662.006.910;15;17;13;CDS;;0;0
mmu-miR-132-3p;XM_006534632;Rnf213;11858;11904;1.0;-22.6;1;0.004283122;0.485;0.0;0.0;-6.514.540.193.678.730;18;39;8;CDS;;0;0
mmu-miR-132-3p;XM_006534632;Rnf213;5685;5712;0.846153846154;-21.0;1;9,96E+00;0.441;0.0;0.0;-6.514.540.193.678.730;18;27;8;CDS;;0;0
mmu-miR-132-3p;NM_001164636;Endov;4218;4236;0.923076923077;-19.2;1;0.002396016;0.5;0.0;0.0;-9.690.776.628.102.890;15;18;8;3UTR;;0;0
mmu-miR-132-3p;NM_001164636;Endov;3396;3411;0.846153846154;-17.9;1;2,27E-01;0.441;0.0;0.0;-9.300.733.196.878.230;14;15;14;3UTR;;0;0
mmu-miR-132-3p;NM_177394;Endov;4270;4288;0.923076923077;-19.2;1;0.002396016;0.5;0.0;0.0;-9.690.776.628.102.890;15;18;8;3UTR;;0;0
mmu-miR-132-3p;NM_177394;Endov;3448;3463;0.846153846154;-17.9;1;2,27E-01;0.441;0.0;0.0;-9.300.733.196.878.230;14;15;14;3UTR;;0;0
mmu-miR-132-3p;NM_028898;Rptor;6016;6053;1.0;-23.7;1;0.003193063;0.441;0.0;0.0;-495.700.071.937.229;19;37;8;3UTR;;0;0
mmu-miR-132-3p;NM_001085498;Chmp6;755;775;0.846153846154;-20.9;1;2,08E-01;0.294;0.0;0.0;-9.046.485.400.556.290;14;20;10;3UTR;;0;0
mmu-miR-132-3p;XM_006531967;Baiap2;1138;1157;0.846153846154;-20.2;1;0.0009497741;0.426;0.0;0.0;-1.074.140.469.862.550;15;19;11;CDS;;0;0
mmu-miR-132-3p;NM_001037755;Baiap2;814;833;0.846153846154;-20.2;1;0.0009497741;0.426;0.0;0.0;-1.074.140.469.862.550;15;19;11;CDS;;0;0
mmu-miR-132-3p;NM_130862;Baiap2;814;833;0.846153846154;-20.2;1;0.0009497741;0.426;0.0;0.0;-1.074.140.469.862.550;15;19;11;CDS;;0;0
mmu-miR-132-3p;NM_001037754;Baiap2;814;833;0.846153846154;-20.2;1;0.0009497741;0.426;0.0;0.0;-1.074.140.469.862.550;15;19;11;CDS;;0;0
mmu-miR-132-3p;NM_001198785;Aatk;1646;1691;0.846153846154;-22.2;1;1,52E+00;0.412;0.0;0.0;-6.514.540.193.678.730;18;45;9;CDS;;0;0
mmu-miR-132-3p;NM_001198785;Aatk;1898;1913;1.0;-21.5;1;0.0006752651;0.368;0.0;0.0;-7.803.978.932.228.110;14;15;14;CDS;;0;0
mmu-miR-132-3p;NM_007377;Aatk;1929;1974;0.846153846154;-22.2;1;1,52E+00;0.412;0.0;0.0;-6.514.540.193.678.730;18;45;9;CDS;;0;0
mmu-miR-132-3p;NM_007377;Aatk;2181;2196;1.0;-21.5;1;0.0006752651;0.368;0.0;0.0;-7.803.978.932.228.110;14;15;14;CDS;;0;0
mmu-miR-132-3p;NM_001198787;Aatk;1418;1463;0.846153846154;-22.2;1;1,52E+00;0.412;0.0;0.0;-6.514.540.193.678.730;18;45;9;CDS;;0;0
mmu-miR-132-3p;NM_001198787;Aatk;1644;1685;1.0;-21.9;1;0.0006752651;0.368;0.0;0.0;-7.803.978.932.228.110;14;16;14;CDS;;0;0
mmu-miR-132-3p;XM_006532061;Cep131;241;286;0.923076923077;-21.0;1;0.0008549284;0.412;0.0;0.0;-10.282.012.028.888.500;16;45;10;CDS;;0;0
mmu-miR-132-3p;XM_006532061;Cep131;1499;1519;0.846153846154;-19.4;1;0.0003278418;0.353;0.0;0.0;-9.546.562.468.637.920;16;20;8;CDS;;0;0
mmu-miR-132-3p;NM_009734;Cep131;207;252;0.923076923077;-21.0;1;0.0008549284;0.412;0.0;0.0;-10.282.012.028.888.500;16;45;10;CDS;;0;0
mmu-miR-132-3p;NM_009734;Cep131;1462;1482;0.846153846154;-19.4;1;0.0003278418;0.353;0.0;0.0;-9.546.562.468.637.920;16;20;8;CDS;;0;0
mmu-miR-132-3p;NM_183137;Enthd2;54;70;0.846153846154;-22.5;1;1,29E+01;0.353;0.0;0.0;-13.914.771.507.578.400;15;16;15;5UTR;;0;0
mmu-miR-132-3p;NM_001164799;Slc38a10;1092;1127;1.0;-25.4;1;2,69E+01;0.397;0.0;0.0;-9.546.562.468.637.920;17;20;15;CDS;;0;0
mmu-miR-132-3p;NM_001164799;Slc38a10;141;160;0.923076923077;-23.0;1;0.0003195022;0.324;0.0;0.0;-10.581.821.137.417.200;15;19;9;5UTR;;0;0
mmu-miR-132-3p;NM_024249;Slc38a10;1092;1127;1.0;-25.4;1;2,69E+01;0.397;0.0;0.0;-9.546.562.468.637.920;17;20;15;CDS;;0;0
mmu-miR-132-3p;NM_024249;Slc38a10;141;160;0.923076923077;-23.0;1;0.0003195022;0.324;0.0;0.0;-10.581.821.137.417.200;15;19;9;5UTR;;0;0
mmu-miR-132-3p;NM_001164802;Slc38a10;1092;1127;1.0;-25.4;1;2,69E+01;0.397;0.0;0.0;-9.546.562.468.637.920;17;20;15;CDS;;0;0
mmu-miR-132-3p;NM_001164802;Slc38a10;141;160;0.923076923077;-23.0;1;0.0003195022;0.324;0.0;0.0;-10.581.821.137.417.200;15;19;9;5UTR;;0;0
mmu-miR-132-3p;NM_001164801;Slc38a10;1092;1127;1.0;-25.4;1;2,69E+01;0.397;0.0;0.0;-9.546.562.468.637.920;17;20;15;CDS;;0;0
mmu-miR-132-3p;NM_001164801;Slc38a10;141;160;0.923076923077;-23.0;1;0.0003195022;0.324;0.0;0.0;-10.581.821.137.417.200;15;19;9;5UTR;;0;0
mmu-miR-132-3p;XM_006533426;Bahcc1;1719;1737;0.923076923077;-20.9;1;6,30E+01;0.353;0.0;0.0;-2.213.607.355.503.100;13;18;10;CDS;;0;0
mmu-miR-132-3p;XM_006533426;Bahcc1;4262;4280;0.923076923077;-21.0;1;0.0004314768;0.338;0.0;0.0;-11.383.523.196.244.900;14;18;8;CDS;;0;0
mmu-miR-132-3p;NM_198423;Bahcc1;1679;1697;0.923076923077;-20.9;1;6,30E+01;0.353;0.0;0.0;-2.213.607.355.503.100;13;18;10;CDS;;0;0
mmu-miR-132-3p;NM_198423;Bahcc1;4222;4240;0.923076923077;-21.0;1;0.0004314768;0.338;0.0;0.0;-11.383.523.196.244.900;14;18;8;CDS;;0;0
mmu-miR-132-3p;XM_011249054;Bahcc1;1918;1936;0.923076923077;-20.9;1;6,30E+01;0.353;0.0;0.0;-2.213.607.355.503.100;13;18;10;CDS;;0;0
mmu-miR-132-3p;XM_011249054;Bahcc1;4461;4479;0.923076923077;-21.0;1;0.0004314768;0.338;0.0;0.0;-11.383.523.196.244.900;14;18;8;CDS;;0;0
mmu-miR-132-3p;NM_009609;Actg1;611;633;0.846153846154;-20.5;1;7,88E+01;0.426;0.0;0.0;-7.757.046.662.006.910;16;22;10;CDS;;0;0
mmu-miR-132-3p;NM_172802;Fscn2;523;574;1.0;-27.9;1;1,05E-01;0.397;0.0;0.0;-495.700.071.937.229;20;33;12;CDS;;0;0
mmu-miR-132-3p;NM_199469;Nploc4;2958;3008;0.923076923077;-26.1;1;1,11E+00;0.471;0.0;0.0;-6.514.540.193.678.730;17;23;11;3UTR;;0;0
mmu-miR-132-3p;NM_001195023;Nploc4;3054;3104;0.923076923077;-26.1;1;1,11E+00;0.471;0.0;0.0;-6.514.540.193.678.730;17;23;11;3UTR;;0;0
mmu-miR-132-3p;NM_145363;Tspan10;437;459;0.846153846154;-19.8;1;5,90E+00;0.368;0.0;0.0;-13.697.178.970.448.500;15;22;8;CDS;;0;0
mmu-miR-132-3p;NM_152807;Ccdc137;1185;1201;0.923076923077;-17.9;1;0.002035852;0.515;0.0;0.0;-1.024.083.751.294.640;14;16;12;3UTR;;0;0
mmu-miR-132-3p;NM_197995;Arl16;1946;1962;0.923076923077;-18.5;1;2,41E+01;0.515;0.0;0.0;-14.721.989.301.696.100;14;16;12;3UTR;;0;0
mmu-miR-132-3p;NM_197995;Arl16;781;822;0.846153846154;-19.1;1;1,68E-01;0.515;0.0;0.0;-8.560.074.387.102.290;16;20;11;3UTR;;0;0
mmu-miR-132-3p;NM_001159328;Hgs;352;378;1.0;-19.7;1;0.00749727;0.515;0.0;0.0;-7.757.046.662.006.910;17;26;8;CDS;;0;0
mmu-miR-132-3p;NM_008244;Hgs;352;378;1.0;-19.7;1;0.00749727;0.515;0.0;0.0;-7.757.046.662.006.910;17;26;8;CDS;;0;0
mmu-miR-132-3p;NM_027204;Mrpl12;611;629;0.923076923077;-19.8;1;0.0001178269;0.426;0.0;0.0;-11.240.273.430.282.100;15;18;9;CDS;;0;0
mmu-miR-132-3p;NM_008101;Gcgr;1710;1730;0.846153846154;-22.6;1;0.002205482;0.426;0.0;0.0;-15.141.155.192.082.100;15;20;6;3UTR;;0;0
mmu-miR-132-3p;NM_001033231;Fam195b;604;628;0.846153846154;-20.3;1;0.03294001;0.353;0.0;0.0;-65.006.872.542.436.000;17;24;12;3UTR;;0;0
mmu-miR-132-3p;NM_011032;P4hb;2367;2398;0.846153846154;-21.6;1;1,61E+00;0.426;0.0;0.0;-65.006.872.542.436.000;16;21;6;3UTR;;0;0
mmu-miR-132-3p;NM_133796;Arhgdia;1367;1386;0.846153846154;-19.2;1;6,27E-01;0.324;0.0;0.0;-9.891.054.503.503.570;16;19;8;3UTR;;0;0
mmu-miR-132-3p;NM_133796;Arhgdia;2102;2117;0.826923076923;-18.2;1;2,09E+01;0.471;0.0;0.0;-10.789.068.936.966.100;13;15;11;3UTR;;0;0
mmu-miR-132-3p;XM_006532549;Arhgdia;1521;1540;0.846153846154;-19.2;1;6,27E-01;0.324;0.0;0.0;-9.891.054.503.503.570;16;19;8;3UTR;;0;0
mmu-miR-132-3p;NM_011568;Alyref;24;50;0.846153846154;-18.4;1;0.0005003135;0.456;0.0;0.0;-8.303.804.028.968.640;17;26;8;5UTR;;0;0
mmu-miR-132-3p;NM_011568;Alyref;617;650;0.846153846154;-20.1;1;0.0001230254;0.397;0.0;0.0;-12.638.095.248.772.900;16;20;9;CDS;;0;0
mmu-miR-132-3p;NM_025389;Anapc11;2713;2729;0.923076923077;-20.2;1;0.001974819;0.5;0.0;0.0;-15.141.155.192.082.100;14;16;10;3UTR;;0;0
mmu-miR-132-3p;NM_025389;Anapc11;287;314;1.0;-19.1;1;0.002871438;0.426;0.0;0.0;-5.925.499.359.926.530;17;21;10;CDS;;0;0
mmu-miR-132-3p;NM_001038230;Anapc11;2868;2884;0.923076923077;-20.2;1;0.001974819;0.5;0.0;0.0;-15.141.155.192.082.100;14;16;10;3UTR;;0;0
mmu-miR-132-3p;NM_001038230;Anapc11;442;469;1.0;-19.1;1;0.002871438;0.426;0.0;0.0;-5.925.499.359.926.530;17;21;10;CDS;;0;0
mmu-miR-132-3p;XM_017314407;Npb;186;202;0.923076923077;-20.2;1;0.001974819;0.5;0.0;0.0;-15.141.155.192.082.100;14;16;10;5UTR;;0;0
mmu-miR-132-3p;XM_017314406;Npb;186;202;0.923076923077;-20.2;1;0.001974819;0.5;0.0;0.0;-15.141.155.192.082.100;14;16;10;5UTR;;0;0
mmu-miR-132-3p;XM_017314308;Mafg;3840;3861;0.846153846154;-22.6;1;0.007825077;0.515;0.0;0.0;-9.870.711.841.670.000;17;21;8;3UTR;;0;0
mmu-miR-132-3p;XM_017314308;Mafg;3575;3595;0.953846153846;-21.4;1;9,89E+00;0.559;0.0;0.0;-6.449.759.621.627.230;16;20;13;3UTR;;0;0
mmu-miR-132-3p;XM_017314309;Mafg;3876;3897;0.846153846154;-22.6;1;0.007825077;0.515;0.0;0.0;-9.870.711.841.670.000;17;21;8;3UTR;;0;0
mmu-miR-132-3p;XM_017314309;Mafg;3611;3631;0.953846153846;-21.4;1;9,89E+00;0.559;0.0;0.0;-6.449.759.621.627.230;16;20;13;3UTR;;0;0
mmu-miR-132-3p;XM_017314310;Mafg;2140;2161;0.846153846154;-22.6;1;0.007825077;0.515;0.0;0.0;-9.870.711.841.670.000;17;21;8;3UTR;;0;0
mmu-miR-132-3p;XM_017314310;Mafg;1875;1895;0.953846153846;-21.4;1;9,89E+00;0.559;0.0;0.0;-6.449.759.621.627.230;16;20;13;3UTR;;0;0
mmu-miR-132-3p;XM_017314310;Mafg;4892;4909;0.846153846154;-20.9;1;2,27E+01;0.397;0.0;0.0;-93.473.573.412.163;16;17;16;3UTR;;0;0
mmu-miR-132-3p;NM_010756;Mafg;1560;1580;0.953846153846;-21.4;1;1,01E+01;0.559;0.0;0.0;-6.449.759.621.627.230;16;20;13;3UTR;;0;0
mmu-miR-132-3p;NM_144795;Pycr1;1251;1303;0.846153846154;-23.8;1;0.00842398;0.485;0.0;0.0;-495.700.071.937.229;19;52;11;CDS;;0;0
mmu-miR-132-3p;XM_006532735;Pycr1;971;1023;0.846153846154;-23.8;1;0.00842398;0.485;0.0;0.0;-495.700.071.937.229;19;52;11;CDS;;0;0
mmu-miR-132-3p;XM_006532735;Pycr1;62;80;0.923076923077;-19.6;1;0.0002323423;0.441;0.0;0.0;-9.084.334.648.802.990;16;18;12;5UTR;;0;0
mmu-miR-132-3p;NM_001204820;Myadml2;297;315;0.846153846154;-20.9;1;9,20E-01;0.309;0.0;0.0;-9.279.226.354.976.770;14;18;8;5UTR;;0;0
mmu-miR-132-3p;NM_175263;Notum;1674;1691;0.923076923077;-21.8;1;7,00E+01;0.397;0.0;0.0;-6.857.959.480.565.330;16;17;16;3UTR;;0;0
mmu-miR-132-3p;NM_026877;Aspscr1;4;49;0.846153846154;-27.5;1;5,53E-01;0.324;0.0;0.0;-3.937.574.446.201.660;21;31;9;5UTR;;0;0
mmu-miR-132-3p;XM_006533140;Lrrc45;710;732;0.923076923077;-19.8;1;0.009625019;0.368;0.0;0.0;-7.503.684.728.856.530;17;22;9;CDS;;0;0
mmu-miR-132-3p;NM_153545;Lrrc45;701;723;0.923076923077;-19.8;1;0.009625019;0.368;0.0;0.0;-7.503.684.728.856.530;17;22;9;CDS;;0;0
mmu-miR-132-3p;NM_153545;Lrrc45;1842;1866;0.846153846154;-18.0;1;0.00480554;0.426;0.0;0.0;-10.094.392.583.578.700;17;24;6;CDS;;0;0
mmu-miR-132-3p;NM_133223;Rac3;651;673;0.846153846154;-22.4;1;7,90E+01;0.426;0.0;0.0;-10.371.861.657.730.600;16;22;7;CDS;;0;0
mmu-miR-132-3p;NM_026428;Dcxr;186;223;0.923076923077;-19.5;1;0.005335761;0.324;0.0;0.0;-495.700.071.937.229;19;37;9;CDS;;0;0
mmu-miR-132-3p;XM_006534029;Dcxr;225;262;0.923076923077;-19.5;1;0.005335761;0.324;0.0;0.0;-495.700.071.937.229;19;37;9;CDS;;0;0
mmu-miR-132-3p;XM_006532096;Cbr2;347;365;0.846153846154;-17.9;1;2,44E+01;0.456;0.0;0.0;-15.718.140.253.644.600;14;18;8;CDS;;0;0
mmu-miR-132-3p;NM_007621;Cbr2;532;550;0.846153846154;-17.9;1;2,44E+01;0.456;0.0;0.0;-15.718.140.253.644.600;14;18;8;CDS;;0;0
mmu-miR-132-3p;NM_007621;Cbr2;270;285;0.846153846154;-18.3;1;4,98E+01;0.441;0.0;0.0;-11.371.901.026.712.500;14;15;14;CDS;;0;0
mmu-miR-132-3p;NM_009053;Rfng;85;112;0.846153846154;-20.6;1;4,17E+01;0.265;0.0;0.0;-882.817.512.285.937;17;22;10;CDS;;0;0
mmu-miR-132-3p;NM_009053;Rfng;1866;1886;0.923076923077;-19.6;1;0.0003797005;0.441;0.0;0.0;-6.861.169.863.759.950;16;20;11;3UTR;;0;0
mmu-miR-132-3p;XM_006532745;Gps1;526;564;0.846153846154;-21.6;1;0.001321351;0.426;0.0;0.0;-6.246.131.332.038.530;18;30;8;CDS;;0;0
mmu-miR-132-3p;XM_006532745;Gps1;301;322;0.846153846154;-19.0;1;0.002603411;0.5;0.0;0.0;-8.071.469.890.113.180;14;21;7;CDS;;0;0
mmu-miR-132-3p;XM_017314412;Gps1;526;564;0.846153846154;-21.6;1;0.001321351;0.426;0.0;0.0;-6.246.131.332.038.530;18;30;8;CDS;;0;0
mmu-miR-132-3p;XM_017314412;Gps1;301;322;0.846153846154;-19.0;1;0.002603411;0.5;0.0;0.0;-8.071.469.890.113.180;14;21;7;CDS;;0;0
mmu-miR-132-3p;NM_001177874;Gps1;514;552;0.846153846154;-21.6;1;0.001321351;0.426;0.0;0.0;-6.246.131.332.038.530;18;30;8;CDS;;0;0
mmu-miR-132-3p;NM_001177874;Gps1;289;310;0.846153846154;-19.0;1;0.002603411;0.5;0.0;0.0;-8.071.469.890.113.180;14;21;7;CDS;;0;0
mmu-miR-132-3p;NM_145370;Gps1;654;692;0.846153846154;-21.6;1;0.001321351;0.426;0.0;0.0;-6.246.131.332.038.530;18;30;8;CDS;;0;0
mmu-miR-132-3p;NM_145370;Gps1;429;450;0.846153846154;-19.0;1;0.002603411;0.5;0.0;0.0;-8.071.469.890.113.180;14;21;7;CDS;;0;0
mmu-miR-132-3p;NM_026824;Dus1l;847;878;0.846153846154;-23.0;1;0.0001582696;0.456;0.0;0.0;-495.700.071.937.229;19;31;9;CDS;;0;0
mmu-miR-132-3p;NM_026824;Dus1l;1159;1175;0.846153846154;-19.7;1;1,19E+01;0.382;0.0;0.0;-11.113.218.309.998.100;14;16;12;CDS;;0;0
mmu-miR-132-3p;NM_026824;Dus1l;1500;1514;0.923076923077;-18.8;1;2,04E+01;0.485;0.0;0.0;-1.267.075.778.430.460;13;14;13;CDS;;0;0
mmu-miR-132-3p;NM_007988;Fasn;7591;7607;0.846153846154;-22.3;1;7,20E-02;0.471;0.0;0.0;-15.141.155.192.082.100;14;16;9;CDS;;0;0
mmu-miR-132-3p;NM_007988;Fasn;2379;2398;0.807692307692;-20.3;1;0.0001893961;0.426;0.0;0.0;-12.895.345.234.407.800;17;19;15;CDS;;0;0
mmu-miR-132-3p;NM_030696;Slc16a3;259;278;0.923076923077;-22.1;1;2,64E-01;0.353;0.0;0.0;-79.900.957.423.105.300;16;19;11;CDS;;0;0
mmu-miR-132-3p;NM_001038653;Slc16a3;247;266;0.923076923077;-22.1;1;2,64E-01;0.353;0.0;0.0;-79.900.957.423.105.300;16;19;11;CDS;;0;0
mmu-miR-132-3p;NM_001038654;Slc16a3;152;171;0.923076923077;-22.1;1;2,64E-01;0.353;0.0;0.0;-79.900.957.423.105.300;16;19;11;CDS;;0;0
mmu-miR-132-3p;NM_139059;Csnk1d;1174;1193;0.923076923077;-19.2;1;0.0001852366;0.456;0.0;0.0;-11.638.210.795.663.000;16;19;8;CDS;;0;0
mmu-miR-132-3p;NM_027874;Csnk1d;1174;1193;0.923076923077;-19.2;1;0.0001852366;0.456;0.0;0.0;-11.638.210.795.663.000;16;19;8;CDS;;0;0
mmu-miR-132-3p;NM_009854;Cd7;566;583;0.923076923077;-22.7;1;0.0002287474;0.441;0.0;0.0;-10.282.012.028.888.500;15;17;10;CDS;;0;0
mmu-miR-132-3p;NM_027622;Tex19.2;695;709;0.884615384615;-20.0;0;0.0004973871;0.441;0.0;0.0;-19.423.879.868.695.300;12;14;10;CDS;;0;0
mmu-miR-132-3p;NM_028602;Tex19.1;1166;1200;0.846153846154;-19.9;1;0.002473677;0.485;0.0;0.0;-52.688.803.859.889.000;17;34;8;CDS;;0;0
mmu-miR-132-3p;NM_145440;Uts2r;315;337;0.846153846154;-21.9;1;0.0008469101;0.441;0.0;0.0;-9.569.531.775.126.860;16;22;6;CDS;;0;0
mmu-miR-132-3p;NM_145440;Uts2r;1485;1502;0.923076923077;-19.4;1;5,05E+01;0.485;0.0;0.0;-10.604.910.738.034.300;14;17;11;3UTR;;0;0
